Company Name, Price Shares, Purchase price, Link, Director, Officer, Ten Percent, 
CONSOLIDATED EDISON INC[ED] ,72.27 ,4970.875139999999 ,https://www.sec.gov/Archives/edgar/data/1047862/000104786221000023/xslF345X03/edgar.xml ,0, 1, 0, 
Global Water Resources Inc.[GWRS] ,15.04 ,403.25248 ,https://www.sec.gov/Archives/edgar/data/1434728/000143472821000006/xslF345X03/wf-form4_160978073689550.xml ,1, 0, 0, 
CRYO CELL INTERNATIONAL INC[CCEL] ,7.42 ,5795.0199999999995 ,https://www.sec.gov/Archives/edgar/data/862692/000120919121002210/xslF345X03/doc4.xml ,1, 1, 0, 
CRYO CELL INTERNATIONAL INC[CCEL] ,7.41 ,7410.0 ,https://www.sec.gov/Archives/edgar/data/862692/000120919121002210/xslF345X03/doc4.xml ,1, 1, 0, 
CRYO CELL INTERNATIONAL INC[CCEL] ,7.4 ,2220.0 ,https://www.sec.gov/Archives/edgar/data/862692/000120919121002210/xslF345X03/doc4.xml ,1, 1, 0, 
Cardinal Ethanol LLC[NA] ,5010.0 ,150300.0 ,https://www.sec.gov/Archives/edgar/data/1352081/000171079721000001/xslF345X03/primary_doc.xml ,1, 0, 0, 
FRANKLIN FINANCIAL SERVICES CORP /PA/[FRAF] ,29.84 ,29.84 ,https://www.sec.gov/Archives/edgar/data/723646/000149295021000001/xslF345X03/primary_doc.xml ,0, 1, 0, 
Carter Bankshares Inc.[CARE] ,10.63 ,488.98 ,https://www.sec.gov/Archives/edgar/data/1824976/000141588921000046/xslF345X03/form4-01052021_070140.xml ,true, true, false, 
Carter Bankshares Inc.[CARE] ,10.61 ,339.52 ,https://www.sec.gov/Archives/edgar/data/1299386/000141588921000048/xslF345X03/form4-01052021_070147.xml ,true, false, false, 
Carter Bankshares Inc.[CARE] ,10.64 ,989.5200000000001 ,https://www.sec.gov/Archives/edgar/data/1825575/000141588921000050/xslF345X03/form4-01052021_070140.xml ,false, true, false, 
Carter Bankshares Inc.[CARE] ,10.64 ,1979.0400000000002 ,https://www.sec.gov/Archives/edgar/data/1305347/000141588921000052/xslF345X03/form4-01052021_070148.xml ,true, true, false, 
FRANKLIN FINANCIAL SERVICES CORP /PA/[FRAF] ,29.84 ,89.52 ,https://www.sec.gov/Archives/edgar/data/723646/000139138021000001/xslF345X03/primary_doc.xml ,0, 1, 0, 
Ventoux CCM Acquisition Corp.[VTAQU] ,1.0 ,225000.0 ,https://www.sec.gov/Archives/edgar/data/1822145/000121390021000435/xslF345X03/ownership.xml ,0, 0, 1, 
Clearside Biomedical Inc.[CLSD] ,2.851 ,999988.25 ,https://www.sec.gov/Archives/edgar/data/933430/000093343021000001/xslF345X03/primary_doc.xml ,0, 0, 1, 
Compass Diversified Holdings[CODI] ,19.6134 ,119563.2864 ,https://www.sec.gov/Archives/edgar/data/1203119/000120919121001170/xslF345X03/doc4.xml ,0, 0, 0, 
Compass Diversified Holdings[CODI] ,19.6146 ,99622.55339999999 ,https://www.sec.gov/Archives/edgar/data/1345126/000120919121001177/xslF345X03/doc4.xml ,0, 0, 0, 
Compass Diversified Holdings[CODI] ,19.6174 ,99636.7746 ,https://www.sec.gov/Archives/edgar/data/1255000/000120919121001183/xslF345X03/doc4.xml ,0, 0, 0, 
Compass Diversified Holdings[CODI] ,19.6141 ,99620.0139 ,https://www.sec.gov/Archives/edgar/data/1345126/000120919121001191/xslF345X03/doc4.xml ,0, 0, 0, 
Compass Diversified Holdings[CODI] ,19.6157 ,99628.1403 ,https://www.sec.gov/Archives/edgar/data/1345126/000120919121001197/xslF345X03/doc4.xml ,0, 0, 0, 
PBF Logistics LP[PBFX] ,8.7862 ,109827.49999999999 ,https://www.sec.gov/Archives/edgar/data/1273693/000114036121000092/xslF345X03/form4.xml ,null, null, null, 
MALVERN BANCORP INC.[MLVF] ,15.5 ,2419.2709999999997 ,https://www.sec.gov/Archives/edgar/data/1550603/000120919121002234/xslF345X03/doc4.xml ,1, 0, 0, 
FRANKLIN FINANCIAL SERVICES CORP /PA/[FRAF] ,29.84 ,5013.12 ,https://www.sec.gov/Archives/edgar/data/723646/000180559721000001/xslF345X03/primary_doc.xml ,1, 0, 0, 
Creatd Inc.[CRTD] ,4.01 ,20050.0 ,https://www.sec.gov/Archives/edgar/data/1357671/000121390021000451/xslF345X03/ownership.xml ,0, 0, 1, 
Creatd Inc.[CRTD] ,3.83 ,7660.0 ,https://www.sec.gov/Archives/edgar/data/1357671/000121390021000451/xslF345X03/ownership.xml ,0, 0, 1, 
Creatd Inc.[CRTD] ,1000.0 ,100000.0 ,https://www.sec.gov/Archives/edgar/data/1357671/000121390021000729/xslF345X03/ownership.xml ,0, 0, 1, 
Creatd Inc.[CRTD] ,1000.0 ,3.6408E7 ,https://www.sec.gov/Archives/edgar/data/1357671/000121390021000729/xslF345X03/ownership.xml ,0, 0, 1, 
